trait_BG,token_id,trait_Torso,trait_Color,trait_Power Unit,trait_Face,trait_Apex,trait_Right Sensor,trait_Quantum Core,trait_Sense Emulator,trait_Left Sensor,trait_Hands,trait_AUX,trait_Special Edition,rarity_score
Orange Gradient,4661,Kouwei,Pulsar White,Core,Vandalized,Ongo,-1,Centurion,Extended Release,-1,-1,-1,-1,107.06520889293212
Purple Gradient,4834,BDVXP,Wrath,Patrician,Kouwei,Industrial Sensor,Ongo,Core,Offender,Core,-1,-1,-1,107.04148166289154
Pink Gradient,1310,Leather Jacket,Nova Blue,Centurion,VRT,Industrial Sensor,Centurion,Patrician,Offender,Ongo,-1,-1,-1,107.03547790148176
Purple Gradient,4399,Leather Jacket,Echelon Grey,Ongo,Patrician,Industrial Sensor,Core,Runtime Meter,Inhaler,Kouwei,-1,-1,-1,107.02749125758007
Black Graphic,3540,Patrician,Nova Blue,Core,VRT,Strobe,-1,Core,Sticker,-1,-1,-1,-1,107.0226874500423
Black Graphic,5558,Core,Neptune,Core,ISO,Industrial Sensor,Ongo,Core,Kouwei,-1,-1,-1,-1,107.01428264694766
Orange Gradient,2443,Monk,Navy,Kouwei,Patrician,Industrial Sensor,Core,Core,Inhaler,-1,-1,-1,-1,106.9579341260489
Grey Gradient,1913,Ongo,Pulsar White,Kouwei,Centurion,Industrial Sensor,Acoustic Array,Runtime Meter,Offender,Core,-1,-1,-1,106.9552418728456
Pink Gradient,5609,Leather Jacket,Grape,Core,ISO,Industrial Sensor,Ongo,Ongo,Offender,-1,-1,-1,-1,106.94793907666494
Pink Gradient,191,Graphic Tee,34 Tauri,Kouwei,Patrician,Emoji,Ongo,Runtime Meter,Kouwei,Kouwei,-1,-1,-1,106.94372348746171
Grey Gradient,4635,Tracksuit,Nebula Red,Kouwei,Centurion,Cutter,Core,Core,Kouwei,Core,-1,Bypass,-1,106.94118845195418
Blue Gradient,1801,Kouwei,Titan,Small Cell,Field Agent,Industrial Sensor,Acoustic Array,Ongo,Inhaler,Core,-1,-1,-1,106.94083581084273
Grey Day,4096,Puff Jacket,Cotton Candy,Centurion,Recon,Industrial Sensor,APS,Patrician,Inhaler,Infrared,-1,-1,-1,106.93621982573266
Orange Gradient,4861,Monk,Nebula Red,Kouwei,VRT,Industrial Sensor,APS,Ongo,Inhaler,Kouwei,-1,-1,-1,106.92308957219402
Purple Gradient,2744,Centurion,Snake,Extended Range,EMO-LED,-1,Core,Core,Ongo,Ongo,-1,-1,-1,106.92284118546934
Grey Day,1394,Core,Snake,Centurion,Centurion,Cutter,Core,Centurion,Inhaler,Infrared,-1,-1,-1,106.91028896723708
Pink Gradient,71,Kimono,34 Tauri,Patrician,Field Agent,Garsi,Core,Core,Inhaler,Core,-1,-1,-1,106.90926827567104
Orange Gradient,5870,Wind Breaker,Wrath,Kouwei,Centurion,Range Finder,Ongo,Core,Extended Release,-1,-1,-1,-1,106.90266282208748
Pink Gradient,2534,PBJ,Neptune,Core,Core,Emoji,Acoustic Array,Ongo,Kouwei,Core,-1,-1,-1,106.89707762447027
Green Gradient,4376,Tactical,Nebula Red,Kouwei,Patrician,Industrial Sensor,Core,Core,Kouwei,Ongo,-1,-1,-1,106.88771678363906
Orange Gradient,4722,Graphic Tee,34 Tauri,Core,Field Agent,Centurion,Ongo,Core,Inhaler,Centurion,-1,Bypass,-1,106.8800464775595
Grey Day,3243,PBJ,Echelon Grey,Small Cell,Centurion,Industrial Sensor,Kouwei,Core,-1,APS,-1,-1,-1,106.86076446505926
Pink Gradient,5805,Kouwei,Nebula Red,Kouwei,VRT,Industrial Sensor,Kouwei,Ongo,Centurion,Core,-1,-1,-1,106.84841144404973
Pink Gradient,6963,TUX,Navy,Kouwei,Centurion,Industrial Sensor,-1,Core,Extended Release,APS,-1,-1,-1,106.83407814423516
Blue Gradient,3943,Leather Jacket,Grape,Small Cell,VRT,Industrial Sensor,Acoustic Array,Centurion,Offender,Ongo,-1,-1,-1,106.81770181614867
Orange Gradient,4639,Leather Jacket,Cotton Candy,Core,Core,Cutter,Core,Centurion,-1,Ongo,-1,-1,-1,106.81533292686586
Green Gradient,3237,BDVXP,Cotton Candy,Core,Centurion,-1,Core,Core,Offender,-1,-1,Kouwei,-1,106.78575696714705
Grey Day,433,Tactical,Nova Blue,Centurion,Ongo,Strobe,Core,Centurion,Offender,Kouwei,-1,-1,-1,106.77862114306876
Black Graphic,6441,Kouwei,Grape,Kouwei,Recon,Garsi,Acoustic Array,Core,Kouwei,Centurion,-1,-1,-1,106.75997957966842
Pink Gradient,1457,Leather Jacket,Nova Blue,Core,EMO-LED,-1,Kouwei,Centurion,Inhaler,APS,-1,Kouwei,-1,106.75568172668258
Black Graphic,3622,Tracksuit,34 Tauri,Ongo,Core,Emoji,-1,Centurion,Ongo,Centurion,-1,-1,-1,106.74595273081411
Purple Gradient,3256,Kouwei,Neptune,Kouwei,Field Agent,Echelon-3,Kouwei,Core,Kouwei,-1,-1,-1,-1,106.7318514982153
Green Gradient,1162,Monk,Grape,EMP Shields,EMO-LED,-1,Core,Core,Kouwei,Kouwei,-1,-1,-1,106.7203818206861
Green Gradient,3903,BDVXP,Snake,Small Cell,Centurion,Emoji,Ongo,Core,Inhaler,Core,-1,-1,-1,106.71139919591837
Green Gradient,4007,Graphic Tee,Grape,Kouwei,Field Agent,Garsi,Rabbit,Kouwei,Extended Release,Core,-1,-1,-1,106.70739127767767
Purple Gradient,1419,Wind Breaker,Nova Blue,Kouwei,Kouwei,Ongo,Ongo,Centurion,Ongo,Core,-1,-1,-1,106.69475923283107
Pink Gradient,1908,Puff Jacket,Snake,Centurion,VRT,Centurion,Core,Centurion,Ongo,Cat,-1,-1,-1,106.67852654245287
Grey Gradient,5549,Kouwei,34 Tauri,Core,Graffiti,-1,Core,Centurion,Kouwei,Centurion,-1,-1,-1,106.65534201956731
Purple Gradient,7428,Kimono,Nova Blue,Kouwei,VRT,Garsi,Core,Kouwei,Inhaler,Centurion,-1,-1,-1,106.64502316638513
Grey Day,2473,Tracksuit,Wrath,Core,Echelon-3,-1,Acoustic Array,Centurion,Inhaler,Centurion,-1,-1,-1,106.64340738597782
Green Gradient,7348,Graphic Tee,Pulsar White,Core,Centurion,Range Finder,Kouwei,Core,Inhaler,Infrared,-1,-1,-1,106.60336549276121
Orange Gradient,6151,Graphic Tee,34 Tauri,Extended Range,Recon,Emoji,Rabbit,Core,Inhaler,APS,-1,-1,-1,106.57570485133084
Green Gradient,2197,Centurion,Grape,Core,Ongo,Emoji,-1,Patrician,Sticker,Centurion,-1,-1,-1,106.56629653119515
Purple Gradient,6041,Leather Jacket,Cotton Candy,Small Cell,EMO-LED,-1,-1,Centurion,Core,Core,-1,-1,-1,106.52225376011928
Purple Gradient,2701,TUX,Navy,Kouwei,Centurion,Centurion,Core,Core,Offender,Core,-1,-1,-1,106.50042882861787
Pink Gradient,6530,Patrician,Echelon Grey,Centurion,VRT,Emoji,APS,Core,Inhaler,Kouwei,-1,-1,-1,106.48281992244809
Orange Gradient,5459,Leather Jacket,Wrath,Kouwei,Core,Cutter,Ongo,Runtime Meter,Inhaler,Kouwei,-1,-1,-1,106.47188143649177
Black Graphic,2253,Puff Jacket,Navy,Centurion,Core,Cutter,Core,Runtime Meter,Inhaler,Core,-1,-1,-1,106.4628052967375
Blue Gradient,804,Leather Jacket,Navy,Extended Range,Field Agent,Garsi,Acoustic Array,Centurion,Extended Release,-1,-1,-1,-1,106.419131727042
Grey Day,5244,Tracksuit,Neptune,Kouwei,Field Agent,Centurion,Kouwei,Kouwei,Kouwei,Core,-1,Bypass,-1,106.41893614603505
Green Gradient,1788,Kouwei,Pulsar White,Extended Range,Centurion,Echelon-3,Core,Kouwei,-1,Core,-1,-1,-1,106.41767139863865
Grey Gradient,5992,Graphic Tee,Neptune,Kouwei,EMO-LED,-1,Core,Centurion,Extended Release,APS,-1,Kouwei,-1,106.39246082588934
Grey Day,2597,BDVXP,Cotton Candy,Core,Centurion,Strobe,Core,Patrician,Extended Release,-1,-1,-1,-1,106.36442658992743
Black Graphic,6458,Tracksuit,Wrath,Core,VRT,Strobe,Kouwei,Core,Sticker,Infrared,-1,-1,-1,106.36438330978977
Black Graphic,1881,Graphic Tee,Navy,Kouwei,Recon,Strobe,Core,Core,Inhaler,Cat,-1,-1,-1,106.33676797366603
Grey Gradient,2338,Wind Breaker,Grape,Small Cell,Centurion,Ongo,-1,Core,Extended Release,-1,-1,Bypass,-1,106.33279572349625
Blue Gradient,3354,TUX,Grape,Core,Core,Garsi,-1,Kouwei,-1,-1,-1,-1,-1,106.32995830039533
Grey Gradient,270,Graphic Tee,Wrath,Core,Ongo,Strobe,Rabbit,Centurion,Offender,-1,-1,-1,-1,106.32486335073526
Grey Day,180,Tracksuit,Neptune,Extended Range,Field Agent,Garsi,Core,Kouwei,Kouwei,APS,-1,-1,-1,106.29696741501154
Black Graphic,5309,Tracksuit,Grape,Core,Ongo,Ongo,-1,Patrician,Inhaler,Kouwei,-1,Bypass,-1,106.29690538009527
Grey Day,5815,Patrician,Titan,Kouwei,Ongo,Centurion,Ongo,Core,Kouwei,-1,-1,-1,-1,106.27704114889241
Black Graphic,81,Centurion,Pulsar White,Kouwei,Recon,Emoji,-1,Patrician,Sticker,Centurion,-1,-1,-1,106.26704669950303
Grey Day,2400,Tactical,Cotton Candy,Centurion,Field Agent,Strobe,Core,Core,Extended Release,APS,-1,-1,-1,106.23912382799192
Grey Day,6915,Core,Navy,Centurion,Centurion,Ongo,Cat,Core,Inhaler,-1,-1,-1,-1,106.23608081846311
Green Gradient,275,Wind Breaker,Cotton Candy,Kouwei,VRT,Strobe,Acoustic Array,Patrician,Kouwei,Centurion,-1,-1,-1,106.21925434605191
Green Gradient,6479,Tactical,Neptune,Kouwei,Core,Strobe,Core,Core,Ongo,Centurion,-1,-1,-1,106.2109064515328
Pink Gradient,1068,Graphic Tee,Nova Blue,Kouwei,Kouwei,Emoji,-1,Core,Sticker,Core,-1,Kouwei,-1,106.20570739079506
Grey Gradient,7126,Tactical,Titan,Kouwei,ISO,Industrial Sensor,-1,Ongo,-1,Centurion,-1,-1,-1,106.18531853680716
Purple Gradient,3967,Graphic Tee,Cotton Candy,Core,Vandalized,Emoji,Ongo,Runtime Meter,Inhaler,APS,-1,-1,-1,106.1622493354501
Orange Gradient,4487,Graphic Tee,Nebula Red,Centurion,VRT,Core,-1,Core,Ongo,Kouwei,-1,-1,-1,106.15552417196092
Blue Gradient,7545,Tactical,34 Tauri,Patrician,Centurion,Emoji,Kouwei,Runtime Meter,Extended Release,Centurion,-1,-1,-1,106.1379681418502
Green Gradient,1245,Centurion,Neptune,Extended Range,Echelon-3,Industrial Sensor,-1,Core,Inhaler,Kouwei,-1,-1,-1,106.13364654337488
Green Gradient,4523,Kouwei,Titan,Core,Kouwei,Ongo,Rabbit,Core,-1,Infrared,-1,-1,-1,106.13068727841363
Black Graphic,6569,Tactical,Grape,Kouwei,Graffiti,-1,Core,Patrician,Offender,APS,-1,-1,-1,106.11898078953422
Grey Day,2029,BDVXP,Snake,Small Cell,Ongo,Industrial Sensor,-1,Kouwei,Inhaler,Core,-1,-1,-1,106.11183844895896
Blue Gradient,7388,Tracksuit,Snake,Small Cell,ISO,Emoji,-1,Core,Kouwei,-1,-1,-1,-1,106.09663800415065
Orange Gradient,7171,Tactical,Nova Blue,Extended Range,Kouwei,Industrial Sensor,Core,Core,Inhaler,Kouwei,-1,Bypass,-1,106.09218226712201
Green Gradient,1014,Tracksuit,Snake,Core,Graffiti,-1,Acoustic Array,Centurion,Sticker,-1,-1,-1,-1,106.07555429201801
Blue Gradient,23,Core,Titan,Patrician,Recon,Ongo,-1,Centurion,Extended Release,Core,-1,-1,-1,106.06921429563671
Green Gradient,3734,Centurion,34 Tauri,Kouwei,Recon,Garsi,Core,Ongo,Inhaler,-1,-1,Bypass,-1,106.0658778061589
Grey Gradient,901,Leather Jacket,34 Tauri,Kouwei,Ongo,Industrial Sensor,Kouwei,Runtime Meter,Core,-1,-1,-1,-1,106.06562958055292
Green Gradient,3692,Wind Breaker,Nova Blue,Core,Kouwei,Garsi,Rabbit,Centurion,Extended Release,-1,-1,-1,-1,106.03783687177398
Pink Gradient,2682,Core,Snake,Centurion,Recon,Garsi,Core,Runtime Meter,Offender,APS,-1,-1,-1,106.03600440295229
Purple Gradient,1169,Graphic Tee,Grape,Kouwei,Ongo,Centurion,Rabbit,Ongo,Sticker,Kouwei,-1,-1,-1,105.99713419266482
Green Gradient,242,Leather Jacket,Echelon Grey,Extended Range,VRT,Echelon-3,-1,Centurion,-1,-1,-1,Bypass,-1,105.98355061829906
Blue Gradient,1261,Tracksuit,Nova Blue,Kouwei,ISO,Emoji,Core,Kouwei,Kouwei,Kouwei,-1,-1,-1,105.95768970372876
Green Gradient,7115,Leather Jacket,Neptune,EMP Shields,ISO,Centurion,Core,Runtime Meter,Inhaler,-1,-1,-1,-1,105.95406672290612
Purple Gradient,5889,BDVXP,Titan,Small Cell,Kouwei,Industrial Sensor,-1,Centurion,Offender,-1,-1,-1,-1,105.93975941668444
Blue Gradient,5800,Graphic Tee,Nova Blue,Kouwei,VRT,Ongo,-1,Ongo,Centurion,Infrared,-1,-1,-1,105.9213314892441
Black Graphic,4042,Core,34 Tauri,Kouwei,Patrician,-1,APS,Core,Inhaler,APS,-1,-1,-1,105.91109549350637
Orange Gradient,7423,PBJ,Titan,Kouwei,EMO-LED,-1,Rabbit,Core,Kouwei,APS,-1,-1,-1,105.91020912298735
Blue Gradient,6567,Ongo,Nova Blue,Kouwei,Centurion,Industrial Sensor,-1,Core,Kouwei,APS,-1,Bypass,-1,105.90064447440325
Green Gradient,5460,Wind Breaker,34 Tauri,Kouwei,EMO-LED,-1,Core,Runtime Meter,-1,Centurion,-1,Kouwei,-1,105.87867732883046
Grey Gradient,7273,Tactical,Grape,Core,VRT,Centurion,Kouwei,Ongo,Centurion,-1,-1,-1,-1,105.8606278244098
Black Graphic,3057,Graphic Tee,Neptune,EMP Shields,Field Agent,Strobe,Acoustic Array,Core,Inhaler,Core,-1,-1,-1,105.85313861573972
Blue Gradient,792,Core,Neptune,Kouwei,VRT,Garsi,Rabbit,Core,Ongo,Kouwei,-1,-1,-1,105.8400586104533
Green Gradient,3023,Leather Jacket,Neptune,EMP Shields,EMO-LED,-1,Kouwei,Runtime Meter,Ongo,Infrared,-1,-1,-1,105.79444677267625
Grey Gradient,7514,Centurion,Nova Blue,Small Cell,Centurion,Industrial Sensor,Core,Core,Extended Release,Ongo,-1,-1,-1,105.71736755844714
Blue Gradient,7254,Monk,Titan,Centurion,Ongo,Industrial Sensor,-1,Runtime Meter,Kouwei,Kouwei,-1,-1,-1,105.6762001771762
Blue Gradient,1882,Graphic Tee,Snake,Kouwei,Kouwei,Garsi,Core,Ongo,Core,-1,-1,-1,-1,105.66769738328695
Blue Gradient,6929,Tracksuit,Titan,Centurion,Core,Ongo,-1,Centurion,Core,-1,-1,-1,-1,105.63311415168857
Grey Gradient,4959,Kouwei,Wrath,Core,Ongo,Echelon-3,-1,Core,Offender,Core,-1,-1,-1,105.63283777694363
Grey Gradient,5845,Wind Breaker,Grape,Centurion,Recon,Industrial Sensor,-1,Ongo,Centurion,Core,-1,-1,-1,105.63157472037297
Orange Gradient,1767,Puff Jacket,Echelon Grey,Kouwei,Field Agent,Industrial Sensor,Acoustic Array,Kouwei,-1,Rabbit,-1,-1,-1,105.62567184841129
Grey Day,212,Leather Jacket,Nova Blue,Core,Kouwei,Cutter,Ongo,Centurion,Kouwei,-1,-1,-1,-1,105.62084312892591
Orange Gradient,3727,Ongo,Grape,Core,VRT,Industrial Sensor,Ongo,Kouwei,Kouwei,Core,-1,-1,-1,105.61964435231722
Orange Gradient,2630,Graphic Tee,Cotton Candy,Centurion,Centurion,Cutter,Ongo,Runtime Meter,Inhaler,Kouwei,-1,-1,-1,105.61481826387339
Green Gradient,1825,Wind Breaker,Cotton Candy,Centurion,Centurion,Centurion,Rabbit,Patrician,Offender,Centurion,-1,-1,-1,105.60405095751648
Orange Gradient,217,Leather Jacket,Nova Blue,Centurion,Echelon-3,Emoji,Kouwei,Kouwei,Extended Release,-1,-1,-1,-1,105.6021649888099
Grey Gradient,3379,Core,Nebula Red,Kouwei,Kouwei,Echelon-3,Ongo,Core,Kouwei,-1,-1,-1,-1,105.57491234726507
Green Gradient,4260,Kouwei,Echelon Grey,Centurion,Core,Centurion,Core,Centurion,Offender,Rabbit,-1,-1,-1,105.5708859212192
Grey Day,1602,Centurion,Wrath,Patrician,Centurion,Strobe,Ongo,Core,Offender,Kouwei,-1,-1,-1,105.53924671536798
Green Gradient,4628,Patrician,Wrath,Centurion,Core,Emoji,Acoustic Array,Kouwei,Kouwei,-1,-1,-1,-1,105.5385197585442
Grey Gradient,662,Core,Pulsar White,Kouwei,ISO,Industrial Sensor,-1,Centurion,Kouwei,APS,-1,-1,-1,105.53307247279724
Grey Day,7689,Kimono,34 Tauri,Centurion,Kouwei,Strobe,-1,Patrician,Inhaler,-1,-1,-1,-1,105.52624789240603
Black Graphic,897,Core,Echelon Grey,Kouwei,Echelon-3,Centurion,Core,Kouwei,Ongo,-1,-1,-1,-1,105.5257035650946
Black Graphic,3807,Graphic Tee,Nebula Red,Kouwei,Kouwei,Emoji,Centurion,Core,Offender,Centurion,-1,-1,-1,105.51622537045377
Grey Gradient,7226,Tracksuit,Grape,Ongo,Core,Strobe,Acoustic Array,Core,Inhaler,Core,-1,-1,-1,105.5122347807371
Orange Gradient,3501,Graphic Tee,Echelon Grey,Core,Core,Industrial Sensor,Centurion,Kouwei,Ongo,APS,-1,-1,-1,105.49824299452091
Pink Gradient,445,Wind Breaker,Grape,Patrician,Core,Centurion,Core,Core,Centurion,APS,-1,-1,-1,105.49617695104445
Purple Gradient,3981,Ongo,Titan,Kouwei,VRT,Emoji,Rabbit,Core,-1,Kouwei,-1,-1,-1,105.490807386869
Purple Gradient,3370,Patrician,Navy,Centurion,EMO-LED,-1,Ongo,Core,Sticker,-1,-1,-1,-1,105.4743239853737
Grey Gradient,2207,Tracksuit,Nebula Red,Centurion,VRT,Range Finder,-1,Kouwei,-1,Ongo,-1,-1,-1,105.45083607711965
Orange Gradient,2171,Centurion,Nebula Red,Core,Centurion,Echelon-3,Core,Core,Kouwei,Centurion,-1,-1,-1,105.44454374616072
Pink Gradient,454,Graphic Tee,Neptune,Centurion,Centurion,Strobe,Core,Core,Offender,-1,-1,Kouwei,-1,105.43649513811181
Grey Day,1772,Tracksuit,Nebula Red,EMP Shields,Echelon-3,Industrial Sensor,-1,Kouwei,-1,Infrared,-1,-1,-1,105.41859501534296
Green Gradient,3971,Graphic Tee,Nebula Red,Small Cell,Centurion,Industrial Sensor,Core,Kouwei,Centurion,Core,-1,-1,-1,105.39678441639713
Pink Gradient,5692,Centurion,Pulsar White,Centurion,Patrician,Industrial Sensor,-1,Centurion,Inhaler,Centurion,-1,-1,-1,105.36766977660913
Pink Gradient,7033,Patrician,34 Tauri,Centurion,Field Agent,Centurion,Core,Runtime Meter,Inhaler,Core,-1,-1,-1,105.36673749756392
Grey Gradient,4154,Leather Jacket,Nova Blue,Patrician,Ongo,Cutter,Ongo,Centurion,-1,-1,-1,-1,-1,105.34144766350174
Grey Gradient,6087,Puff Jacket,Neptune,Kouwei,Recon,-1,APS,Runtime Meter,Extended Release,APS,-1,-1,-1,105.33699006710289
Grey Gradient,2912,Wind Breaker,Cotton Candy,Core,Recon,Echelon-3,Acoustic Array,Core,Inhaler,-1,-1,-1,-1,105.25620584169332
Blue Gradient,2221,Kouwei,Snake,Kouwei,Centurion,Industrial Sensor,Kouwei,Patrician,Sticker,Ongo,-1,-1,-1,105.23762152222372
Pink Gradient,5840,Patrician,Nova Blue,Extended Range,VRT,-1,Ongo,Core,Inhaler,Core,-1,-1,-1,105.21471992518435
Black Graphic,3138,Tracksuit,Echelon Grey,Patrician,Field Agent,Centurion,APS,Centurion,Kouwei,Infrared,-1,-1,-1,105.21371685489562
Black Graphic,1589,BDVXP,Cotton Candy,Centurion,EMO-LED,-1,-1,Core,-1,Core,-1,Kouwei,-1,105.20698960627305
Pink Gradient,7258,Graphic Tee,Grape,Small Cell,Echelon-3,-1,Core,Core,Inhaler,Centurion,-1,-1,-1,105.17122075537645
Pink Gradient,6252,Monk,Echelon Grey,Extended Range,Centurion,Emoji,-1,Centurion,Kouwei,Core,-1,-1,-1,105.16941108168147
Orange Gradient,3616,Ongo,Nova Blue,Patrician,EMO-LED,-1,Acoustic Array,Runtime Meter,-1,Core,-1,-1,-1,105.12834901645446
Black Graphic,5616,Graphic Tee,Echelon Grey,Patrician,VRT,Industrial Sensor,Ongo,Core,Ongo,Cat,-1,-1,-1,105.12474351507818
Green Gradient,7732,Centurion,Wrath,Kouwei,VRT,Cutter,-1,Core,Inhaler,Ongo,-1,-1,-1,105.12301325092544
Blue Gradient,661,Graphic Tee,Cotton Candy,Core,Patrician,Emoji,Core,Runtime Meter,Inhaler,Centurion,-1,-1,-1,105.0931833473699
Pink Gradient,7446,Graphic Tee,Grape,Core,Vandalized,Industrial Sensor,Kouwei,Ongo,Sticker,-1,-1,-1,-1,105.08663077775873
Pink Gradient,2102,Leather Jacket,Echelon Grey,Patrician,Patrician,Centurion,Kouwei,Runtime Meter,Inhaler,Core,-1,-1,-1,105.03945489128157
Orange Gradient,173,Graphic Tee,Nova Blue,Core,Field Agent,Centurion,Cat,Patrician,Inhaler,-1,-1,-1,-1,105.02019898066955
Purple Gradient,6820,Centurion,Snake,Small Cell,Field Agent,Centurion,-1,Kouwei,Extended Release,Core,-1,-1,-1,105.00471554732262
Purple Gradient,94,Kouwei,34 Tauri,Core,Centurion,Strobe,Acoustic Array,Ongo,Kouwei,Infrared,-1,-1,-1,104.98495313785577
Orange Gradient,7533,Puff Jacket,34 Tauri,Small Cell,Kouwei,Garsi,-1,Centurion,Extended Release,-1,-1,-1,-1,104.97611262078509
Grey Gradient,2053,Wind Breaker,Neptune,Patrician,EMO-LED,-1,Acoustic Array,Kouwei,Extended Release,Ongo,-1,-1,-1,104.96044708477001
Grey Day,1714,Tactical,Grape,Extended Range,Centurion,Industrial Sensor,-1,Centurion,Sticker,Ongo,-1,-1,-1,104.94647657224428
Blue Gradient,4281,Tracksuit,Navy,Small Cell,Kouwei,Centurion,-1,Core,Inhaler,APS,-1,Bypass,-1,104.9460092495836
Black Graphic,6972,Leather Jacket,Cotton Candy,Centurion,Recon,Ongo,Rabbit,Kouwei,Inhaler,Kouwei,-1,-1,-1,104.94184406301956
Orange Gradient,7602,BDVXP,Nova Blue,EMP Shields,Field Agent,Centurion,Core,Core,Inhaler,Core,-1,-1,-1,104.94011351117511
Pink Gradient,1032,Kouwei,Titan,Core,Centurion,Cutter,-1,Patrician,Offender,Core,-1,-1,-1,104.92580370935305
Grey Day,3779,Core,Neptune,Patrician,Ongo,Emoji,Kouwei,Patrician,Extended Release,-1,-1,-1,-1,104.90943934025158
Green Gradient,3124,Tracksuit,Wrath,Patrician,Vandalized,Garsi,Core,Core,Kouwei,Kouwei,-1,-1,-1,104.9065564128396
Grey Gradient,3820,Monk,Snake,Centurion,EMO-LED,-1,Core,Core,Offender,Centurion,-1,-1,-1,104.89137888825141
Black Graphic,4143,Wind Breaker,Navy,Extended Range,Core,Ongo,Core,Runtime Meter,Kouwei,APS,-1,-1,-1,104.89041520447147
Grey Gradient,5916,Centurion,Nova Blue,Patrician,Recon,Emoji,Ongo,Patrician,Inhaler,Kouwei,-1,-1,-1,104.8844272268671
Green Gradient,2319,Tracksuit,Titan,Kouwei,Centurion,Industrial Sensor,Cat,Kouwei,Ongo,-1,-1,-1,-1,104.86636181890614
Blue Gradient,5243,Tracksuit,Grape,Kouwei,VRT,-1,-1,Core,V-THC,-1,-1,-1,-1,104.85489698373655
Green Gradient,1773,Graphic Tee,Titan,Core,Field Agent,Centurion,Centurion,Core,Offender,APS,-1,-1,-1,104.85237056438514
Green Gradient,5415,Tactical,Pulsar White,Ongo,Ongo,Emoji,Ongo,Ongo,Inhaler,-1,-1,-1,-1,104.85230049159549
Purple Gradient,3127,Core,Grape,Centurion,Ongo,Industrial Sensor,Acoustic Array,Kouwei,Ongo,Kouwei,-1,-1,-1,104.84657788262204
Orange Gradient,1697,Monk,Wrath,Kouwei,VRT,Garsi,Kouwei,Runtime Meter,Inhaler,-1,-1,-1,-1,104.8333079143831
Orange Gradient,6433,Wind Breaker,Navy,Kouwei,Echelon-3,Strobe,Core,Runtime Meter,Inhaler,-1,-1,-1,-1,104.83327530185895
Grey Gradient,6039,Puff Jacket,Wrath,Kouwei,Ongo,Ongo,Core,Core,-1,Cat,-1,-1,-1,104.82661768530974
Black Graphic,7557,Patrician,Nebula Red,Kouwei,EMO-LED,-1,Kouwei,Ongo,Kouwei,Core,-1,-1,-1,104.82118833806359
Blue Gradient,2611,Monk,34 Tauri,Kouwei,Centurion,Emoji,Kouwei,Ongo,Offender,-1,-1,-1,-1,104.8158446237577
Grey Gradient,1669,Leather Jacket,Wrath,Small Cell,EMO-LED,-1,Ongo,Core,Inhaler,Cat,-1,-1,-1,104.8130264136002
Orange Gradient,2613,PBJ,Cotton Candy,Core,Core,Ongo,-1,Centurion,Kouwei,Kouwei,-1,-1,-1,104.8120223962541
Grey Gradient,5179,Leather Jacket,Grape,Kouwei,Core,Echelon-3,Rabbit,Core,Kouwei,Core,-1,-1,-1,104.80612764858513
Green Gradient,4420,Centurion,Snake,Kouwei,Recon,Ongo,Kouwei,Runtime Meter,Inhaler,Core,-1,-1,-1,104.79375770344834
Pink Gradient,1369,Tracksuit,Grape,Kouwei,ISO,Centurion,Core,Runtime Meter,Extended Release,-1,-1,-1,-1,104.77780041576354
Orange Gradient,466,Centurion,Neptune,Core,VRT,Garsi,-1,Core,Extended Release,Rabbit,-1,-1,-1,104.73435729275951
Black Graphic,118,Kimono,Echelon Grey,Kouwei,VRT,Industrial Sensor,Rabbit,Centurion,Offender,-1,-1,-1,-1,104.72439703658476
Grey Day,3105,Tactical,Snake,Extended Range,Centurion,Range Finder,Core,Core,Inhaler,-1,-1,-1,-1,104.72249317756177
Grey Day,3513,Leather Jacket,Navy,Ongo,Field Agent,Ongo,Kouwei,Kouwei,Kouwei,-1,-1,-1,-1,104.71103808927593
Black Graphic,6421,Leather Jacket,Neptune,Kouwei,ISO,Industrial Sensor,Centurion,Core,Inhaler,-1,-1,-1,-1,104.6999531850607
Grey Day,7343,Tactical,Titan,EMP Shields,VRT,Industrial Sensor,Acoustic Array,Ongo,Inhaler,Centurion,-1,-1,-1,104.68870129034622
Grey Day,7688,Kouwei,Navy,Extended Range,Core,Ongo,-1,Patrician,Sticker,-1,-1,-1,-1,104.68435808998592
Black Graphic,5785,Tactical,Navy,Core,VRT,Industrial Sensor,Core,Centurion,-1,Core,-1,Faction,-1,104.67097765273857
Black Graphic,3184,Wind Breaker,Snake,Patrician,Centurion,Strobe,-1,Runtime Meter,Inhaler,Rabbit,-1,-1,-1,104.6640856260729
Pink Gradient,2493,Kimono,Pulsar White,Extended Range,Centurion,Ongo,-1,Patrician,Inhaler,-1,-1,-1,-1,104.64512925835244
Grey Day,536,Tactical,Titan,Core,Field Agent,Centurion,Kouwei,Kouwei,Ongo,Core,-1,-1,-1,104.62579610268256
Blue Gradient,7020,Leather Jacket,Grape,Centurion,Recon,Ongo,APS,Runtime Meter,Inhaler,APS,-1,-1,-1,104.62424361868962
Purple Gradient,1533,Tactical,Cotton Candy,Patrician,Ongo,Emoji,Acoustic Array,Ongo,-1,Centurion,-1,-1,-1,104.62397676982671
Purple Gradient,4814,Kimono,Pulsar White,Core,VRT,Industrial Sensor,Core,Centurion,-1,Kouwei,-1,Bypass,-1,104.61244948082087
